GDX,-4.739802704425828e-17
XLF,1.8499478350353556e-17
EEM,4.628449149599633e-17
GLD,1.715792301734539e-16
IWB,1.992998039612151e-16
VTI,2.031308628348639e-16
QQQ,2.3181901638896566e-16
SPY,2.649131933815681e-16
IVV,3.54467429561871e-16
VOO,6.755315074209825e-16
